22b412ae-f5db-4362-9187-2f1,16.326499479380825,75.41245602497231,-84.46988518894231,110.24406706425488,25.77839936833624
e3e1ae59-fd4b-4ac8-871b-14f1dd6470,16.326499479380825,75.41245602497231,-87.46988518894231,113.24406706425488,26.77839936833624
72cc3ac2-b444-4f91-a42b-bf4,18.326499479380825,74.41245602497231,-84.46988518894231,109.24406706425488,29.77839936833624
1f656581-23d6-4ba9-8c18-87f9d9,13.326499479380825,74.41245602497231,-83.46988518894231,109.24406706425488,27.77839936833624
a13d3cec-0cfa-472e-9685-474f4,13.326499479380825,76.41245602497231,-82.46988518894231,114.24406706425488,24.77839936833624
013a7e03-a16c-4832-a560-bc294dc89a6d,16.326499479380825,76.41245602497231,-87.46988518894231,113.24406706425488,26.77839936833624
e1845ac3-1f10-4f17-9a09-26efd4,17.326499479380825,74.41245602497231,-85.46988518894231,114.24406706425488,27.77839936833624
802e50c4-5cf3-47ae-a98f-55aba2fc940,14.326499479380825,76.41245602497231,-82.46988518894231,113.24406706425488,25.77839936833624
1104da27-f90d-43e9-971f-48231d52,14.326499479380825,72.41245602497231,-83.46988518894231,109.24406706425488,28.77839936833624
e257e872-5d0e-4872-90ef-3c0414e9aa,14.326499479380825,74.41245602497231,-82.46988518894231,110.24406706425488,25.77839936833624
842370e7-3898-423a-9231-3a9a7571c2,16.326499479380825,73.41245602497231,-84.46988518894231,114.24406706425488,29.77839936833624
63094d39-f808-4ed4-b0a8-f0aa13e8f0,15.326499479380825,71.41245602497231,-87.46988518894231,109.24406706425488,28.77839936833624
5c65b10a-ddc4-4330-8324-4bf,16.326499479380825,76.41245602497231,-85.46988518894231,113.24406706425488,24.77839936833624
6960c7a6-4cdf-4ec5-b957-f5625bc8b4,18.326499479380825,76.41245602497231,-85.46988518894231,114.24406706425488,25.77839936833624
89a421a0-3946-48eb-88e0-f014052d80,13.326499479380825,71.41245602497231,-84.46988518894231,114.24406706425488,27.77839936833624
a12c81b4-4fc3-4823-954f-124cc410e,15.326499479380825,76.41245602497231,-85.46988518894231,114.24406706425488,29.77839936833624
5be5d283-ec56-4f7e-8611-13c1c,18.326499479380825,74.41245602497231,-83.46988518894231,114.24406706425488,26.77839936833624
0fb2a268-315a-40ca-bc7f-ea7043be,13.326499479380825,71.41245602497231,-82.46988518894231,114.24406706425488,24.77839936833624
324b0926-d17c-4b13-812c-b6f4af44,14.326499479380825,71.41245602497231,-86.46988518894231,110.24406706425488,25.77839936833624
b6dec7af-cfc5-432b-a236-a24a,16.326499479380825,71.41245602497231,-87.46988518894231,109.24406706425488,25.77839936833624
1071689f-1611-443b-ba64-5b99859e,18.326499479380825,74.41245602497231,-87.46988518894231,110.24406706425488,29.77839936833624
ae37c685-cef6-4ccf-a3c9-39a,17.326499479380825,72.41245602497231,-86.46988518894231,111.24406706425488,29.77839936833624
f3d410b3-42a8-43d9-8458-9e211567e8b,15.326499479380825,76.41245602497231,-82.46988518894231,114.24406706425488,29.77839936833624
142270ec-a190-4876-a1b7-ffeb21f,16.326499479380825,74.41245602497231,-87.46988518894231,110.24406706425488,27.77839936833624
5d0d9a13-ea21-4082-a676-dfc5f0,18.326499479380825,73.41245602497231,-87.46988518894231,111.24406706425488,27.77839936833624
d1148be7-4207-412f-b06c-9b6cc340cfd0,15.326499479380825,73.41245602497231,-84.46988518894231,112.24406706425488,27.77839936833624
2d41e6a9-c18f-4ed6-9411-08e9aadf,14.326499479380825,75.41245602497231,-82.46988518894231,113.24406706425488,29.77839936833624
a6ba5bd7-cd47-4ea4-bd27-16e0aa71e9c,17.326499479380825,76.41245602497231,-84.46988518894231,112.24406706425488,28.77839936833624
9a98aac9-c1d1-45cb-bd46-7e156b,18.326499479380825,71.41245602497231,-82.46988518894231,114.24406706425488,24.77839936833624
49aa0b32-4309-4d05-aefc-c8458342,17.326499479380825,73.41245602497231,-82.46988518894231,109.24406706425488,27.77839936833624
ae1ff5d6-8438-4c53-a0a7-0bde461,18.326499479380825,71.41245602497231,-83.46988518894231,109.24406706425488,26.77839936833624
fb636d45-3a4b-47ed-bedb-60e8d,18.326499479380825,75.41245602497231,-82.46988518894231,111.24406706425488,25.77839936833624
e6ea0c1f-071d-4122-b53e-fcc30f6a2d1,14.326499479380825,71.41245602497231,-87.46988518894231,111.24406706425488,28.77839936833624
2cc4fff5-c86a-48ec-845e-46103a1b,-44.11266808183203,5.342569251184608,120.32856731038184,86.0672290653316,159.75706024199303
6be90442-ba47-48cc-bf85-33b,-41.11266808183203,2.3425692511846083,123.32856731038184,91.0672290653316,156.75706024199303
5d83c100-6175-44b0-a695-01ba6259a348,-45.11266808183203,5.342569251184608,122.32856731038184,86.0672290653316,157.75706024199303
95698ef0-4820-422d-a99a-c44d6b,-42.11266808183203,4.342569251184608,120.32856731038184,86.0672290653316,155.75706024199303
178cc9bd-7f02-4491-917a-8bd09,-40.11266808183203,3.3425692511846083,125.32856731038184,86.0672290653316,157.75706024199303
702c75a6-41d4-47ca-9b1f-64bd00138,-45.11266808183203,0.34256925118460835,123.32856731038184,89.0672290653316,156.75706024199303
cd6bff8a-7dec-4574-bc84-98eb27c6,-44.11266808183203,3.3425692511846083,120.32856731038184,88.0672290653316,155.75706024199303
688676e9-c52c-4f04-9aa4-d1a2972,-44.11266808183203,4.342569251184608,121.32856731038184,89.0672290653316,155.75706024199303
3bec2b16-dc85-41d3-94f5-aa1d033070c,-40.11266808183203,1.3425692511846083,125.32856731038184,90.0672290653316,158.75706024199303
54997e06-4e82-4cb9-a2fe-2290,-45.11266808183203,3.3425692511846083,121.32856731038184,91.0672290653316,158.75706024199303
